RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE
53364669,20251105,F,60대,경기도,500이상700만원 미만,건강 관리를 위해,자기 계발을 위해
53364695,20251105,F,40대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53364853,20251105,F,40대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53365031,20251105,M,50대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53365033,20251105,F,60대,경기도,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53365071,20251105,F,40대,충청북도,500이상700만원 미만,자기만족-즐거움을 위해,없음
53365131,20251105,M,60대,경기도,무응답,자기만족-즐거움을 위해,건강 관리를 위해
53365147,20251105,M,60대,경기도,700만원 이상,마음의 안정-휴식을 위해,건강 관리를 위해
53365294,20251105,F,50대,충청북도,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해
53365622,20251105,M,60대,충청북도,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해
53365684,20251105,M,60대,경상남도,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53366332,20251105,M,60대,서울특별시,500이상700만원 미만,대인 관계-교제를 위해,건강 관리를 위해
53366457,20251105,F,20대,서울특별시,무응답,스트레스 해소를 위해,없음
53366461,20251105,F,20대,제주특별자치도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
53366597,20251105,F,20대,세종특별자치시,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53366616,20251105,F,20대,서울특별시,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53366680,20251105,M,50대,부산광역시,무응답,스트레스 해소를 위해,대인 관계-교제를 위해
53367133,20251105,F,20대,경상남도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53367278,20251105,M,60대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53367538,20251105,F,50대,경기도,무응답,대인 관계-교제를 위해,마음의 안정-휴식을 위해
53367724,20251105,M,50대,부산광역시,700만원 이상,자기 계발을 위해,건강 관리를 위해
53367777,20251105,F,50대,서울특별시,500이상700만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53367893,20251105,F,20대,인천광역시,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
53368115,20251105,F,50대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53368129,20251105,F,50대,서울특별시,700만원 이상,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53368150,20251105,F,60대,대구광역시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53368173,20251105,F,50대,충청남도,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53368209,20251105,F,50대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해
53368306,20251105,M,50대,경기도,무응답,스트레스 해소를 위해,없음
53368403,20251105,M,50대,충청북도,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53368535,20251105,M,50대,충청북도,700만원 이상,남는 시간을 보내기 위해,마음의 안정-휴식을 위해
53368546,20251105,F,50대,부산광역시,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해
53368558,20251105,M,30대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53368893,20251105,M,60대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53369399,20251105,M,30대,경기도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
53369408,20251105,M,30대,부산광역시,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53369463,20251105,F,50대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53369642,20251105,M,50대,서울특별시,700만원 이상,자기만족-즐거움을 위해,건강 관리를 위해
53369773,20251105,M,50대,광주광역시,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53369977,20251105,M,30대,서울특별시,무응답,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53370095,20251105,M,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,자기 계발을 위해
53370236,20251105,M,40대,서울특별시,무응답,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53370579,20251105,F,40대,전라남도,700만원 이상,마음의 안정-휴식을 위해,건강 관리를 위해
53370632,20251105,M,40대,경상남도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해
53370689,20251105,M,50대,인천광역시,무응답,건강 관리를 위해,마음의 안정-휴식을 위해
53370839,20251105,M,40대,대전광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해
53371419,20251105,M,30대,대구광역시,무응답,건강 관리를 위해,없음
53371445,20251105,M,40대,경상남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53371626,20251105,F,60대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53372213,20251105,M,20대,서울특별시,무응답,자기만족-즐거움을 위해,건강 관리를 위해
53372314,20251105,F,20대,서울특별시,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
53372537,20251105,F,30대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53372575,20251105,M,40대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53372689,20251105,F,50대,경상남도,무응답,자기만족-즐거움을 위해,자기 계발을 위해
53373278,20251105,M,60대,경기도,무응답,대인 관계-교제를 위해,자기만족-즐거움을 위해
53373416,20251105,M,40대,경기도,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해
53373777,20251105,M,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53374167,20251105,M,50대,부산광역시,무응답,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53374388,20251105,M,50대,부산광역시,700만원 이상,자기 계발을 위해,스트레스 해소를 위해
53374770,20251105,F,40대,서울특별시,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
53374917,20251105,M,50대,서울특별시,무응답,건강 관리를 위해,마음의 안정-휴식을 위해
53374970,20251105,M,40대,경상북도,무응답,스트레스 해소를 위해,없음
53375041,20251105,M,50대,부산광역시,300만원 미만,건강 관리를 위해,남는 시간을 보내기 위해
53375132,20251105,F,40대,경기도,무응답,마음의 안정-휴식을 위해,건강 관리를 위해
53375151,20251105,M,40대,서울특별시,무응답,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53375838,20251105,M,40대,경기도,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53376092,20251105,F,60대,경기도,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53376219,20251105,F,50대,강원도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53376576,20251105,F,50대,경기도,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53376791,20251105,F,40대,경기도,무응답,자기만족-즐거움을 위해,건강 관리를 위해
53376892,20251105,F,20대,경기도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
53376919,20251105,F,30대,경기도,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53377238,20251105,M,30대,대전광역시,700만원 이상,스트레스 해소를 위해,대인 관계-교제를 위해
53377280,20251105,M,60대,서울특별시,500이상700만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
53377300,20251105,M,60대,전라북도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53377341,20251105,M,50대,대구광역시,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
1928,20251112,F,40대,경기도,무응답,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
23327,20251112,M,30대,경상북도,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해
23955,20251112,M,30대,경기도,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해
26416,20251112,M,50대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
44485,20251112,F,60대,전라남도,무응답,건강 관리를 위해,마음의 안정-휴식을 위해
90008,20251112,F,30대,강원도,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
100034,20251112,M,30대,경기도,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
133200,20251112,F,60대,경상남도,무응답,건강 관리를 위해,마음의 안정-휴식을 위해
147864,20251112,M,60대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
232691,20251112,M,30대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
233056,20251112,M,50대,경기도,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
249243,20251112,F,60대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
278066,20251112,M,30대,경기도,무응답,자기만족-즐거움을 위해,대인 관계-교제를 위해
291821,20251112,M,30대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
304591,20251112,F,40대,강원도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
305927,20251112,M,20대,경상북도,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
333301,20251112,F,30대,경기도,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
350800,20251112,M,20대,대구광역시,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해
355789,20251112,M,50대,경상남도,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
360633,20251112,F,20대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
362380,20251112,M,50대,경기도,700만원 이상,대인 관계-교제를 위해,건강 관리를 위해
368869,20251112,M,60대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
368877,20251112,F,20대,경기도,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
369113,20251112,M,20대,충청북도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
369538,20251112,M,30대,경상남도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
380961,20251112,M,30대,경기도,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해
384672,20251112,M,50대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
392693,20251112,F,20대,경기도,300만원 미만,남는 시간을 보내기 위해,스트레스 해소를 위해
392775,20251112,M,20대,대구광역시,무응답,자기 계발을 위해,건강 관리를 위해
394123,20251112,F,20대,경기도,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
400126,20251112,M,50대,경상남도,무응답,건강 관리를 위해,자기만족-즐거움을 위해
404640,20251112,M,30대,경기도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
405527,20251112,M,50대,경상남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
405740,20251112,M,50대,전라남도,500이상700만원 미만,건강 관리를 위해,없음
407072,20251112,F,60대,대구광역시,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
409117,20251112,M,20대,서울특별시,무응답,마음의 안정-휴식을 위해,자기 계발을 위해
410073,20251112,M,50대,강원도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
410261,20251112,F,20대,경기도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
413994,20251112,F,40대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
416344,20251112,F,40대,경기도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해
421282,20251112,M,20대,대구광역시,300이상500만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해
422582,20251112,M,20대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
423757,20251112,F,20대,경상북도,무응답,남는 시간을 보내기 위해,자기만족-즐거움을 위해
425233,20251112,F,20대,전라남도,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
425711,20251112,F,30대,인천광역시,300이상500만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해
428582,20251112,M,20대,전라북도,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
428803,20251112,F,20대,경상북도,무응답,남는 시간을 보내기 위해,스트레스 해소를 위해
430213,20251112,F,20대,서울특별시,무응답,가족-지인 등과 시간을 보내기 위해,없음
432010,20251112,M,20대,경상남도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
433486,20251112,M,20대,경기도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
436470,20251112,F,20대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
437902,20251112,M,30대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
438440,20251112,M,30대,세종특별자치시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
439577,20251112,M,40대,세종특별자치시,무응답,마음의 안정-휴식을 위해,건강 관리를 위해
444019,20251112,F,20대,전라북도,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
444309,20251112,F,20대,제주특별자치도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
444912,20251112,F,20대,강원도,무응답,남는 시간을 보내기 위해,마음의 안정-휴식을 위해
447050,20251112,M,20대,서울특별시,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
447366,20251112,F,30대,대구광역시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
449582,20251112,M,30대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
450844,20251112,F,20대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
451594,20251112,M,20대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
451799,20251112,F,20대,전라북도,무응답,자기 계발을 위해,자기만족-즐거움을 위해
451850,20251112,M,30대,경상북도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
452150,20251112,F,30대,전라남도,무응답,건강 관리를 위해,스트레스 해소를 위해
454986,20251112,M,20대,경기도,무응답,스트레스 해소를 위해,대인 관계-교제를 위해
456257,20251112,M,50대,경상남도,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해
458289,20251112,M,20대,경상남도,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해
458694,20251112,M,20대,부산광역시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
458782,20251112,M,20대,경기도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
460052,20251112,F,20대,경기도,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
460699,20251112,F,20대,대구광역시,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
460821,20251112,F,20대,전라남도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
461100,20251112,F,20대,대구광역시,무응답,남는 시간을 보내기 위해,마음의 안정-휴식을 위해
462420,20251112,F,20대,경기도,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
463216,20251112,M,20대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
463230,20251112,M,20대,인천광역시,무응답,남는 시간을 보내기 위해,자기만족-즐거움을 위해
464734,20251112,M,20대,경기도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
464889,20251112,F,20대,경상북도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
468208,20251112,M,20대,경기도,무응답,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해
468235,20251112,M,20대,대전광역시,300이상500만원 미만,스트레스 해소를 위해,건강 관리를 위해
469886,20251112,M,20대,경기도,700만원 이상,남는 시간을 보내기 위해,대인 관계-교제를 위해
470843,20251112,M,30대,대구광역시,무응답,마음의 안정-휴식을 위해,자기 계발을 위해
472891,20251112,F,20대,경기도,무응답,자기만족-즐거움을 위해,건강 관리를 위해
476634,20251112,M,40대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해
477112,20251112,M,30대,경상북도,무응답,자기 계발을 위해,자기만족-즐거움을 위해
478054,20251112,M,20대,서울특별시,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
479139,20251112,M,30대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
482596,20251112,M,30대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
484479,20251112,F,30대,경상남도,무응답,남는 시간을 보내기 위해,자기만족-즐거움을 위해
484616,20251112,M,30대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
2756235,20251112,M,40대,세종특별자치시,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해
2980088,20251112,M,60대,경상남도,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
3003962,20251112,F,30대,광주광역시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
3004748,20251112,M,30대,전라북도,500이상700만원 미만,스트레스 해소를 위해,건강 관리를 위해
3048129,20251112,F,30대,경기도,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
3089615,20251112,M,20대,서울특별시,무응답,가족-지인 등과 시간을 보내기 위해,없음
3104055,20251112,M,30대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
3183539,20251112,F,60대,광주광역시,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
3210960,20251112,F,30대,인천광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
3220367,20251112,M,20대,대전광역시,500이상700만원 미만,남는 시간을 보내기 위해,건강 관리를 위해
3234846,20251112,M,20대,서울특별시,700만원 이상,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해
3248227,20251112,M,40대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
3263500,20251112,F,30대,광주광역시,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
3266222,20251112,M,40대,경기도,700만원 이상,자기만족-즐거움을 위해,건강 관리를 위해
3268576,20251112,M,30대,경기도,무응답,자기만족-즐거움을 위해,대인 관계-교제를 위해
3286005,20251112,F,60대,부산광역시,500이상700만원 미만,자기 계발을 위해,건강 관리를 위해
3287848,20251112,F,40대,경상북도,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
3289195,20251112,F,60대,전라남도,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
3289850,20251112,M,40대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
3290606,20251112,M,30대,경상남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
3292765,20251112,M,60대,경상북도,500이상700만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
3298282,20251112,M,30대,경기도,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
3298918,20251112,F,50대,대구광역시,무응답,건강 관리를 위해,자기 계발을 위해
3299679,20251112,F,40대,경기도,무응답,건강 관리를 위해,스트레스 해소를 위해
3300006,20251112,M,40대,전라북도,300이상500만원 미만,마음의 안정-휴식을 위해,없음
3300440,20251112,F,60대,세종특별자치시,무응답,건강 관리를 위해,자기만족-즐거움을 위해
3304679,20251112,F,50대,전라남도,무응답,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
3306915,20251112,F,60대,인천광역시,700만원 이상,건강 관리를 위해,대인 관계-교제를 위해
3307651,20251112,M,40대,대구광역시,무응답,건강 관리를 위해,스트레스 해소를 위해
3309535,20251112,F,40대,울산광역시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
3310579,20251112,F,40대,부산광역시,무응답,자기 계발을 위해,대인 관계-교제를 위해
3312055,20251112,F,20대,충청남도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
3312742,20251112,M,30대,경기도,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
3314604,20251112,M,30대,경상남도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
3314975,20251112,M,60대,강원도,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53322168,20251112,M,20대,전라북도,무응답,건강 관리를 위해,스트레스 해소를 위해
53322339,20251112,F,50대,서울특별시,700만원 이상,남는 시간을 보내기 위해,마음의 안정-휴식을 위해
53322469,20251112,M,40대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53322564,20251112,F,20대,경기도,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53322735,20251112,M,40대,경기도,무응답,자기 계발을 위해,없음
53322767,20251112,F,40대,서울특별시,무응답,건강 관리를 위해,대인 관계-교제를 위해
53322896,20251112,F,50대,서울특별시,500이상700만원 미만,건강 관리를 위해,스트레스 해소를 위해
53322918,20251112,F,50대,서울특별시,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53322930,20251112,M,60대,서울특별시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53322935,20251112,F,60대,서울특별시,500이상700만원 미만,자기만족-즐거움을 위해,자기 계발을 위해
53322943,20251112,M,50대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53323091,20251112,F,50대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53323101,20251112,F,40대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53323111,20251112,M,60대,서울특별시,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해
53323220,20251112,M,50대,서울특별시,무응답,마음의 안정-휴식을 위해,건강 관리를 위해
53323572,20251112,M,30대,서울특별시,700만원 이상,남는 시간을 보내기 위해,스트레스 해소를 위해
53323587,20251112,F,40대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53323669,20251112,F,30대,서울특별시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53323764,20251112,F,40대,서울특별시,700만원 이상,대인 관계-교제를 위해,자기만족-즐거움을 위해
53324144,20251112,F,60대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해
53324460,20251112,F,40대,서울특별시,무응답,자기만족-즐거움을 위해,대인 관계-교제를 위해
53324749,20251112,M,60대,서울특별시,무응답,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53324945,20251112,M,60대,서울특별시,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53325030,20251112,F,60대,서울특별시,500이상700만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
53325330,20251112,M,60대,서울특별시,무응답,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53325659,20251112,M,40대,서울특별시,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53325707,20251112,F,50대,부산광역시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53325822,20251112,M,60대,충청남도,300이상500만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53325870,20251112,F,50대,경기도,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해
53325912,20251112,F,50대,경상북도,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53325967,20251112,F,50대,충청남도,무응답,건강 관리를 위해,마음의 안정-휴식을 위해
53326035,20251112,M,50대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53326150,20251112,F,30대,인천광역시,무응답,남는 시간을 보내기 위해,자기만족-즐거움을 위해
53326330,20251112,M,40대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53326475,20251112,F,40대,울산광역시,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53326517,20251112,M,40대,충청남도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53326521,20251112,F,60대,세종특별자치시,300만원 미만,자기 계발을 위해,건강 관리를 위해
53326595,20251112,M,60대,경기도,500이상700만원 미만,건강 관리를 위해,대인 관계-교제를 위해
53326641,20251112,F,40대,인천광역시,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
53326762,20251112,M,20대,경기도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
53326889,20251112,M,60대,대전광역시,700만원 이상,대인 관계-교제를 위해,마음의 안정-휴식을 위해
53327300,20251112,F,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53327329,20251112,M,50대,강원도,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53327560,20251112,F,30대,경기도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
53327800,20251112,M,30대,인천광역시,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해
53327927,20251112,M,50대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53327952,20251112,M,50대,울산광역시,700만원 이상,건강 관리를 위해,스트레스 해소를 위해
53327959,20251112,F,30대,전라남도,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53328310,20251112,M,30대,서울특별시,무응답,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53328338,20251112,M,60대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53328346,20251112,M,50대,경기도,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53328469,20251112,F,60대,경상북도,500이상700만원 미만,자기 계발을 위해,자기만족-즐거움을 위해
53329180,20251112,F,40대,충청남도,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
53329401,20251112,M,40대,부산광역시,무응답,건강 관리를 위해,마음의 안정-휴식을 위해
53329595,20251112,F,50대,대구광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53329674,20251112,M,40대,경기도,300이상500만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해
53329910,20251112,M,40대,전라남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53329962,20251112,M,50대,서울특별시,무응답,건강 관리를 위해,마음의 안정-휴식을 위해
53330090,20251112,M,30대,경상남도,700만원 이상,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53330333,20251112,M,60대,제주특별자치도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53330432,20251112,M,40대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53330551,20251112,F,40대,충청남도,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53330594,20251112,F,50대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53330601,20251112,M,30대,인천광역시,무응답,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
